1230220,2021-10-31,Round 12,Clermont Foot,0,Marseille,1,https://www.thesportsdb.com/images/media/event/thumb/0o3jl11625166525.jpg
1230223,2021-10-31,Round 12,Montpellier,2,Nantes,0,https://www.thesportsdb.com/images/media/event/thumb/ihpbtz1625166527.jpg
1230225,2021-10-31,Round 12,Strasbourg,4,Lorient,0,https://www.thesportsdb.com/images/media/event/thumb/poqkf71625166528.jpg
1230226,2021-10-31,Round 12,Troyes,2,Rennes,2,https://www.thesportsdb.com/images/media/event/thumb/dn67ii1625166528.jpg
1230228,2021-11-05,Round 13,Lens,4,Troyes,0,https://www.thesportsdb.com/images/media/event/thumb/picdaf1625166530.jpg
1230227,2021-11-06,Round 13,Bordeaux,2,Paris SG,3,https://www.thesportsdb.com/images/media/event/thumb/d6rwqs1627321460.jpg
1230229,2021-11-06,Round 13,Lille,1,Angers,1,https://www.thesportsdb.com/images/media/event/thumb/ausz2h1625166530.jpg
1230230,2021-11-07,Round 13,Lorient,1,Brest,2,https://www.thesportsdb.com/images/media/event/thumb/nizxsh1625166531.jpg
1230231,2021-11-07,Round 13,Marseille,0,Metz,0,https://www.thesportsdb.com/images/media/event/thumb/76vq3q1625166531.jpg
1230232,2021-11-07,Round 13,Nantes,2,Strasbourg,2,https://www.thesportsdb.com/images/media/event/thumb/4cbyhx1625166532.jpg
1230233,2021-11-07,Round 13,Nice,0,Montpellier,1,https://www.thesportsdb.com/images/media/event/thumb/5cxic91625166532.jpg
1230234,2021-11-07,Round 13,Stade de Reims,0,Monaco,0,https://www.thesportsdb.com/images/media/event/thumb/lfy3i01625166533.jpg
1230235,2021-11-07,Round 13,Rennes,4,Lyon,1,https://www.thesportsdb.com/images/media/event/thumb/lbjmzi1625166533.jpg
1230236,2021-11-07,Round 13,St Etienne,3,Clermont Foot,2,https://www.thesportsdb.com/images/media/event/thumb/qz15121625166534.jpg
1230242,2021-11-19,Round 14,Monaco,2,Lille,2,https://www.thesportsdb.com/images/media/event/thumb/f3ym7c1625166537.jpg
1230243,2021-11-20,Round 14,Paris SG,3,Nantes,1,https://www.thesportsdb.com/images/media/event/thumb/37t8g71625166537.jpg
1230244,2021-11-20,Round 14,Rennes,2,Montpellier,0,https://www.thesportsdb.com/images/media/event/thumb/2tgd2n1625166538.jpg
1230237,2021-11-21,Round 14,Angers,1,Lorient,0,https://www.thesportsdb.com/images/media/event/thumb/unm1a91625166534.jpg
1230238,2021-11-21,Round 14,Brest,4,Lens,0,https://www.thesportsdb.com/images/media/event/thumb/8jcqwo1625166535.jpg
1230239,2021-11-21,Round 14,Clermont Foot,1,Nice,2,https://www.thesportsdb.com/images/media/event/thumb/e14f6i1625166535.jpg
1230241,2021-11-21,Round 14,Metz,3,Bordeaux,3,https://www.thesportsdb.com/images/media/event/thumb/zmzkjb1627321461.jpg
1230245,2021-11-21,Round 14,Strasbourg,1,Stade de Reims,1,https://www.thesportsdb.com/images/media/event/thumb/9br8je1625166539.jpg
1230246,2021-11-21,Round 14,Troyes,0,St Etienne,1,https://www.thesportsdb.com/images/media/event/thumb/e1or081625166539.jpg
1230248,2021-11-26,Round 15,Lens,2,Angers,2,https://www.thesportsdb.com/images/media/event/thumb/0dfune1625166540.jpg
1230249,2021-11-27,Round 15,Lille,1,Nantes,1,https://www.thesportsdb.com/images/media/event/thumb/yjmnyi1625166541.jpg
1230254,2021-11-27,Round 15,Nice,0,Metz,1,https://www.thesportsdb.com/images/media/event/thumb/aanz0c1625166544.jpg
1230247,2021-11-28,Round 15,Bordeaux,1,Brest,2,https://www.thesportsdb.com/images/media/event/thumb/imxuh71627321461.jpg
1230250,2021-11-28,Round 15,Lorient,0,Rennes,2,https://www.thesportsdb.com/images/media/event/thumb/ogegy01625166541.jpg
1230251,2021-11-28,Round 15,Marseille,1,Troyes,0,https://www.thesportsdb.com/images/media/event/thumb/e9ry4c1625166542.jpg
1230252,2021-11-28,Round 15,Monaco,1,Strasbourg,1,https://www.thesportsdb.com/images/media/event/thumb/lji0j51625166542.jpg
1230253,2021-11-28,Round 15,Montpellier,0,Lyon,1,https://www.thesportsdb.com/images/media/event/thumb/scnckj1625166543.jpg
1230255,2021-11-28,Round 15,Stade de Reims,1,Clermont Foot,0,https://www.thesportsdb.com/images/media/event/thumb/sjxtdl1625166544.jpg
1230256,2021-11-28,Round 15,St Etienne,1,Paris SG,3,https://www.thesportsdb.com/images/media/event/thumb/jpxn451625166545.jpg
1230257,2021-12-01,Round 16,Angers,1,Monaco,3,https://www.thesportsdb.com/images/media/event/thumb/tahuz51625166545.jpg
1230258,2021-12-01,Round 16,Brest,1,St Etienne,0,https://www.thesportsdb.com/images/media/event/thumb/ohx7i11625166546.jpg
1230259,2021-12-01,Round 16,Clermont Foot,2,Lens,2,https://www.thesportsdb.com/images/media/event/thumb/2ibau91625166546.jpg
1230260,2021-12-01,Round 16,Lyon,1,Stade de Reims,2,https://www.thesportsdb.com/images/media/event/thumb/ctu9fv1625166547.jpg
1230261,2021-12-01,Round 16,Metz,1,Montpellier,3,https://www.thesportsdb.com/images/media/event/thumb/iwpfip1625166547.jpg
